delta_t,threshold,cluster_id,best_t_days,mean_bmi,group_name
26,0.04500000000000001,1,149,30.83436199041856,群组3
26,0.04500000000000001,2,152,35.10079343899152,群组5
26,0.04500000000000001,3,140,29.0050345231067,群组2
26,0.04500000000000001,4,152,32.88320441884776,群组4
26,0.04500000000000001,5,163,38.321496709430576,群组6
26,0.04500000000000001,6,75,20.703125,群组1
28,0.035,0,160,44.343701177,群组7
28,0.035,1,124,30.83436199041856,群组3
28,0.035,2,129,35.10079343899152,群组5
28,0.035,3,114,29.0050345231067,群组2
28,0.035,4,121,32.88320441884776,群组4
28,0.035,5,161,38.321496709430576,群组6
28,0.035,6,70,20.703125,群组1
28,0.036000000000000004,0,160,44.343701177,群组7
28,0.036000000000000004,1,127,30.83436199041856,群组3
28,0.036000000000000004,2,132,35.10079343899152,群组5
28,0.036000000000000004,3,116,29.0050345231067,群组2
28,0.036000000000000004,4,124,32.88320441884776,群组4
28,0.036000000000000004,5,161,38.321496709430576,群组6
28,0.036000000000000004,6,70,20.703125,群组1
28,0.037000000000000005,0,161,44.343701177,群组7
28,0.037000000000000005,1,130,30.83436199041856,群组3
28,0.037000000000000005,2,135,35.10079343899152,群组5
28,0.037000000000000005,3,119,29.0050345231067,群组2
28,0.037000000000000005,4,128,32.88320441884776,群组4
28,0.037000000000000005,5,161,38.321496709430576,群组6
28,0.037000000000000005,6,70,20.703125,群组1
28,0.038000000000000006,0,161,44.343701177,群组7
28,0.038000000000000006,1,133,30.83436199041856,群组3
28,0.038000000000000006,2,138,35.10079343899152,群组5
28,0.038000000000000006,3,122,29.0050345231067,群组2
28,0.038000000000000006,4,133,32.88320441884776,群组4
28,0.038000000000000006,5,161,38.321496709430576,群组6
28,0.038000000000000006,6,70,20.703125,群组1
28,0.03900000000000001,0,161,44.343701177,群组7
28,0.03900000000000001,1,136,30.83436199041856,群组3
28,0.03900000000000001,2,140,35.10079343899152,群组5
28,0.03900000000000001,3,125,29.0050345231067,群组2
28,0.03900000000000001,4,138,32.88320441884776,群组4
28,0.03900000000000001,5,161,38.321496709430576,群组6
28,0.03900000000000001,6,70,20.703125,群组1
28,0.04000000000000001,0,161,44.343701177,群组7
28,0.04000000000000001,1,140,30.83436199041856,群组3
28,0.04000000000000001,2,143,35.10079343899152,群组5
28,0.04000000000000001,3,128,29.0050345231067,群组2
28,0.04000000000000001,4,142,32.88320441884776,群组4
28,0.04000000000000001,5,161,38.321496709430576,群组6
28,0.04000000000000001,6,70,20.703125,群组1
28,0.04100000000000001,0,161,44.343701177,群组7
28,0.04100000000000001,1,142,30.83436199041856,群组3
28,0.04100000000000001,2,146,35.10079343899152,群组5
28,0.04100000000000001,3,131,29.0050345231067,群组2
28,0.04100000000000001,4,145,32.88320441884776,群组4
28,0.04100000000000001,5,161,38.321496709430576,群组6
28,0.04100000000000001,6,70,20.703125,群组1
28,0.04200000000000001,0,161,44.343701177,群组7
28,0.04200000000000001,1,145,30.83436199041856,群组3
28,0.04200000000000001,2,148,35.10079343899152,群组5
28,0.04200000000000001,3,134,29.0050345231067,群组2
28,0.04200000000000001,4,148,32.88320441884776,群组4
28,0.04200000000000001,5,161,38.321496709430576,群组6
28,0.04200000000000001,6,70,20.703125,群组1
28,0.04300000000000001,0,161,44.343701177,群组7
28,0.04300000000000001,1,147,30.83436199041856,群组3
28,0.04300000000000001,2,150,35.10079343899152,群组5
28,0.04300000000000001,3,137,29.0050345231067,群组2
28,0.04300000000000001,4,150,32.88320441884776,群组4
28,0.04300000000000001,5,161,38.321496709430576,群组6
28,0.04300000000000001,6,72,20.703125,群组1
28,0.04400000000000001,0,161,44.343701177,群组7
28,0.04400000000000001,1,149,30.83436199041856,群组3
28,0.04400000000000001,2,152,35.10079343899152,群组5
28,0.04400000000000001,3,140,29.0050345231067,群组2
28,0.04400000000000001,4,152,32.88320441884776,群组4
28,0.04400000000000001,5,161,38.321496709430576,群组6
28,0.04400000000000001,6,74,20.703125,群组1
28,0.04500000000000001,0,161,44.343701177,群组7
28,0.04500000000000001,1,151,30.83436199041856,群组3
28,0.04500000000000001,2,153,35.10079343899152,群组5
28,0.04500000000000001,3,143,29.0050345231067,群组2
28,0.04500000000000001,4,153,32.88320441884776,群组4
28,0.04500000000000001,5,161,38.321496709430576,群组6
28,0.04500000000000001,6,75,20.703125,群组1
